FirstName;MiddleName;LastName;BirthYear;Age;PassportID
Rustam;Vasilievich;Eliseev;2019;1;49565
Arkady;Borisovich;Eliseev;1962;58;37299
Yuriy;Stanislavovich;Krasnov;1995;25;39176
Victor;Nikolaevich;Ivanov;1919;101;47804
Ivan;Stanislavovich;Ribin;1980;40;17853
Slava;Petrovich;Victorov;1969;51;12158
Vladislav;Olegovich;Lisev;1974;46;42841
Vladimir;Ivanovich;Krasnov;1928;92;2505
Peter;Svytoslavich;Krasnov;1930;90;2948
Arkady;Vasilievich;Okunevskiy;2007;13;58449
Vladimir;Vasilievich;Borisov;1966;54;7718
Anton;Dmitrievich;Nikitin;1986;34;98281
Georgiy;Vasilievich;Rogkov;1983;37;37665
Arnold;Svytoslavich;Okunevskiy;1940;80;51704
Bohdan;Svytoslavich;Eliseev;2000;20;29157
German;Ivanovich;Ivanov;1935;85;64030
Vasiliy;Victorovich;Moryashov;1953;67;63017
Arkady;Petrovich;Koshkin;1913;107;13522
Oleg;Vladimirovich;Petrov;2003;17;66725
Artem;Stanislavovich;Fedoro;1968;52;64140
George;Stanislavovich;Krasnov;1958;62;38749
Stanislav;Vasilievich;Ivanov;1918;102;8212
Yuriy;Olegovich;Volkov;1999;21;72450
Vitaliy;Ivanovich;Fedoro;2006;14;99884
Boris;Petrovich;Eliseev;1942;78;8801
Nikolay;Victorovich;Fedoro;1953;67;2893
George;Victorovich;Okunevskiy;2017;3;94241
Evgeniy;Stanislavovich;Fedoro;1953;67;38401
Stanislav;Vasilievich;Kamishev;2001;19;74752
Nikita;Stanislavovich;Sobolev;1921;99;81740
Svaytoslav;Vitalievich;Kamishev;1989;31;32651
Victor;Svytoslavich;Lisev;1963;57;84841
Victor;Vladimirovich;Artemov;1936;84;80388
Dmitriy;Vladimirovich;Ribin;1952;68;54911
Vasiliy;Nikolaevich;Kamishev;1937;83;79067
Vladimir;Vasilievich;Moryashov;1942;78;63261
Svaytoslav;Petrovich;Koshkin;1915;105;60563
Bohdan;Vitalievich;Victorov;1978;42;52864
Victor;Dmitrievich;Lisev;1962;58;13464
Maxim;Vitalievich;Ivanov;1951;69;21976
Slava;Ivanovich;Kamishev;2016;4;57411
Stanislav;Ivanovich;Ribin;2017;3;46620
Nikolay;Victorovich;Petrov;2016;4;89895
Georgiy;Petrovich;Rogkov;1958;62;28931
Artem;Vladimirovich;Okunevskiy;1981;39;57078
German;Ivanovich;Moryashov;1983;37;84646
Arseny;Evgenievich;Okunevskiy;1942;78;87743
Alex;Evgenievich;Eliseev;1952;68;72725
Stanislav;Ivanovich;Ribin;1911;109;50093
Vitaliy;Vitalievich;Eliseev;1951;69;86962
Arseny;Dmitrievich;Fedoro;1994;26;56962
Vasiliy;Ivanovich;Eliseev;1955;65;34955
Svaytoslav;Evgenievich;Volkov;1944;76;68477
Dmitriy;Svytoslavich;Kamishev;1999;21;87090
Maxim;Vasilievich;Victorov;2010;10;35377
Vasiliy;Stanislavovich;Fedoro;1971;49;49452
Arkady;Dmitrievich;Borisov;1982;38;2752
Nikita;Dmitrievich;Ivanov;2015;5;62486
Dmitriy;Nikolaevich;Victorov;1979;41;66170
Rustam;Nikolaevich;Ribin;1950;70;14050
Alex;Svytoslavich;Kamishev;1913;107;51963
Arnold;Svytoslavich;Victorov;1922;98;44080
Peter;Stanislavovich;Petrov;1956;64;93700
Artem;Victorovich;Victorov;2016;4;70546
Andrey;Olegovich;Fedoro;1971;49;9811
Svaytoslav;Ivanovich;Victorov;1926;94;45533
Artem;Victorovich;Okunevskiy;1972;48;65749
Victor;Stanislavovich;Victorov;1958;62;18420
Maxim;Nikolaevich;Volkov;1922;98;40058
Vladimir;Vitalievich;Koshkin;1921;99;2850
Nikita;Ivanovich;Moryashov;1989;31;20361
Maxim;Vladimirovich;Dmitriev;1979;41;77996
Anton;Svytoslavich;Eliseev;2018;2;44322
Arnold;Ivanovich;Nikitin;1972;48;64964
Oleg;Borisovich;Victorov;1999;21;85375
Evgeniy;Ivanovich;Nikitin;1938;82;68602
Anton;Nikolaevich;Borisov;1988;32;75350
Oleg;Borisovich;Ribin;2018;2;25925
Andrey;Victorovich;Kamishev;1975;45;68739
Stanislav;Ivanovich;Okunevskiy;1976;44;17456
George;Dmitrievich;Rogkov;1987;33;98974
Maxim;Ivanovich;Dmitriev;1938;82;39335
Rustam;Nikolaevich;Victorov;1999;21;67830
German;Olegovich;Rogkov;1970;50;64775
Nikita;Borisovich;Petrov;2017;3;57759
Ivan;Petrovich;Lisev;2008;12;5581
Georgiy;Olegovich;Sobolev;1957;63;75801
Svaytoslav;Olegovich;Artemov;1929;91;80843
Nikita;Ivanovich;Borisov;1956;64;39613
Anton;Evgenievich;Artemov;1910;110;72624
Peter;Evgenievich;Krasnov;1984;36;13132
Vladimir;Stanislavovich;Nikitin;2009;11;60597
Arkady;Evgenievich;Rogkov;2009;11;4315
Boris;Vladimirovich;Rzhevskiy;1947;73;40797
Yuriy;Svytoslavich;Kamishev;1968;52;62523
Boris;Stanislavovich;Ivanov;1927;93;11392
Oleg;Ivanovich;Nikitin;2011;9;71263
Arkady;Olegovich;Dmitriev;2001;19;12417
Denis;Victorovich;Victorov;1947;73;35184
Anton;Vasilievich;Sobolev;1982;38;99542
Alex;Vladimirovich;Sobolev;1988;32;21411
Peter;Dmitrievich;Okunevskiy;1985;35;76699
Vasiliy;Evgenievich;Ivanov;1921;99;46760
Evgeniy;Dmitrievich;Nikitin;1947;73;71263
Dmitriy;Vasilievich;Dmitriev;1999;21;16632
Boris;Vladimirovich;Petrov;1973;47;70635
Arnold;Olegovich;Lisev;1947;73;30899
Peter;Stanislavovich;Victorov;2008;12;13705
Arseny;Olegovich;Moryashov;2011;9;89574
Andrey;Stanislavovich;Volkov;2006;14;6527
Rustam;Olegovich;Dmitriev;1999;21;68657
Victor;Vladimirovich;Fedoro;1917;103;71590
Peter;Ivanovich;Sobolev;2008;12;7132
Maxim;Ivanovich;Petrov;1980;40;6698
Vladislav;Borisovich;Fedoro;1932;88;61857
Anton;Stanislavovich;Victorov;1973;47;85164
Alex;Petrovich;Sobolev;1912;108;60728
Dmitriy;Svytoslavich;Nikitin;1928;92;36085
Bohdan;Stanislavovich;Sobolev;2019;1;28510
Denis;Ivanovich;Artemov;2010;10;65071
Evgeniy;Evgenievich;Fedoro;1922;98;86397
Ivan;Olegovich;Koshkin;2000;20;73274
Bohdan;Victorovich;Petrov;1963;57;48438
Arnold;Olegovich;Nikitin;1996;24;69768
Ivan;Dmitrievich;Volkov;1994;26;67964
Arseny;Vladimirovich;Eliseev;1917;103;10681
Rustam;Evgenievich;Ivanov;1963;57;37192
Artem;Vasilievich;Rzhevskiy;1965;55;1058
Maxim;Nikolaevich;Rzhevskiy;1933;87;26288
Peter;Petrovich;Moryashov;1940;80;24439
Arkady;Petrovich;Lisev;1950;70;76464
Nikolay;Ivanovich;Rogkov;1921;99;83498
Andrey;Borisovich;Rogkov;1923;97;47804
German;Olegovich;Rzhevskiy;1949;71;4605
Georgiy;Vitalievich;Sobolev;1921;99;79015
Artem;Svytoslavich;Krasnov;1960;60;43116
Peter;Stanislavovich;Ribin;2012;8;55427
Evgeniy;Stanislavovich;Koshkin;1981;39;86413
Denis;Svytoslavich;Kamishev;2019;1;16336
Denis;Stanislavovich;Artemov;1927;93;51277
Vladimir;Olegovich;Lisev;1997;23;74968
Nikita;Nikolaevich;Volkov;1939;81;73055
Maxim;Victorovich;Dmitriev;1987;33;87130
Georgiy;Petrovich;Borisov;1962;58;49113
Andrey;Olegovich;Ribin;2011;9;192
Alex;Vitalievich;Koshkin;1938;82;90746
Svaytoslav;Ivanovich;Volkov;1943;77;54692
Boris;Olegovich;Krasnov;1929;91;18311
Anton;Vitalievich;Fedoro;1954;66;9625
Vasiliy;Olegovich;Moryashov;1991;29;66606
Arseny;Evgenievich;Lisev;2007;13;31424
Georgiy;Petrovich;Moryashov;1962;58;13788
Victor;Victorovich;Fedoro;1929;91;38248
Peter;Dmitrievich;Rogkov;1961;59;70027
Arnold;Vasilievich;Borisov;1973;47;38511
Nikolay;Olegovich;Moryashov;1999;21;23905
German;Petrovich;Fedoro;1944;76;57191
Anton;Olegovich;Okunevskiy;2004;16;8157
Evgeniy;Borisovich;Nikitin;1948;72;18906
Arkady;Petrovich;Nikitin;2016;4;73845
Yuriy;Petrovich;Krasnov;1932;88;64564
Nikolay;Nikolaevich;Lisev;1925;95;16086
Maxim;Olegovich;Koshkin;1975;45;31794
Dmitriy;Ivanovich;Krasnov;2017;3;37794
Dmitriy;Dmitrievich;Rzhevskiy;1911;109;40556
Vitaliy;Vladimirovich;Nikitin;1951;69;32398
Victor;Vladimirovich;Victorov;2000;20;6595
Andrey;Stanislavovich;Artemov;1960;60;75514
Oleg;Victorovich;Borisov;1988;32;69905
Anton;Vitalievich;Borisov;1938;82;698
Evgeniy;Olegovich;Ivanov;1952;68;84685
Peter;Borisovich;Ivanov;2004;16;58977
Denis;Svytoslavich;Lisev;1934;86;84878
German;Vasilievich;Lisev;1950;70;87740
Andrey;Vitalievich;Kamishev;1983;37;26914
Georgiy;Victorovich;Ribin;1916;104;4641
Victor;Vasilievich;Nikitin;1910;110;31879
Stanislav;Olegovich;Krasnov;1981;39;58781
Alex;Victorovich;Lisev;1978;42;15103
Maxim;Petrovich;Nikitin;1916;104;77040
Victor;Borisovich;Moryashov;1966;54;14835
Maxim;Ivanovich;Borisov;1913;107;781
Dmitriy;Vitalievich;Dmitriev;1917;103;25577
Svaytoslav;Vasilievich;Artemov;1921;99;79262
Vitaliy;Borisovich;Sobolev;2014;6;18436
Ivan;Evgenievich;Ivanov;1996;24;34101
Andrey;Borisovich;Okunevskiy;1981;39;2908
Rustam;Borisovich;Sobolev;2002;18;95989
George;Petrovich;Koshkin;1980;40;64403
Dmitriy;Stanislavovich;Sobolev;1973;47;3265
Vladimir;Vitalievich;Volkov;2005;15;11984
Slava;Dmitrievich;Borisov;1915;105;4678
Peter;Olegovich;Lisev;1977;43;3881
Georgiy;Ivanovich;Artemov;2000;20;87490
Arnold;Olegovich;Lisev;1923;97;96520
Arseny;Olegovich;Eliseev;1964;56;20563
Oleg;Evgenievich;Victorov;1962;58;99102
Vladimir;Nikolaevich;Okunevskiy;1942;78;21527
Svaytoslav;Victorovich;Krasnov;1915;105;22113
Anton;Victorovich;Koshkin;1948;72;91039
Georgiy;Vasilievich;Sobolev;1961;59;97399
Arseny;Vasilievich;Sobolev;1980;40;67522
Anton;Dmitrievich;Moryashov;1940;80;32056
Ivan;Svytoslavich;Krasnov;2005;15;5090
Bohdan;Dmitrievich;Petrov;1968;52;50776
Svaytoslav;Dmitrievich;Koshkin;1983;37;28440
Vasiliy;Ivanovich;Krasnov;1995;25;93902
German;Nikolaevich;Dmitriev;1974;46;33417
Andrey;Ivanovich;Kamishev;1943;77;84063
Vladislav;Petrovich;Borisov;1921;99;43736
Nikolay;Olegovich;Okunevskiy;2003;17;65001
George;Olegovich;Krasnov;2015;5;64793
Stanislav;Victorovich;Fedoro;1925;95;64857
Nikolay;Vitalievich;Ribin;1988;32;57881
Victor;Olegovich;Petrov;1924;96;55140
Arkady;Vitalievich;Sobolev;1973;47;54390
Denis;Nikolaevich;Krasnov;1983;37;78350
Yuriy;Victorovich;Petrov;1955;65;2337
Georgiy;Borisovich;Moryashov;1968;52;14313
Vladislav;Olegovich;Krasnov;1990;30;49613
Vasiliy;Ivanovich;Borisov;1941;79;60133
Artem;Petrovich;Petrov;1948;72;81679
Evgeniy;Borisovich;Nikitin;1957;63;23877
Bohdan;Nikolaevich;Rogkov;1995;25;9109
Victor;Borisovich;Nikitin;1910;110;90169
Yuriy;Vasilievich;Artemov;1967;53;4391
Evgeniy;Olegovich;Ivanov;1931;89;19092
Ivan;Olegovich;Krasnov;2010;10;80562
Svaytoslav;Ivanovich;Rogkov;1910;110;1001
Svaytoslav;Borisovich;Eliseev;2012;8;49064
Ivan;Petrovich;Victorov;1932;88;21289
Oleg;Borisovich;Volkov;1984;36;52897
Stanislav;Borisovich;Fedoro;1952;68;3360
Nikita;Dmitrievich;Nikitin;1998;22;6534
Arkady;Ivanovich;Victorov;1975;45;7696
Vladislav;Ivanovich;Rzhevskiy;1915;105;48533
Rustam;Olegovich;Lisev;1956;64;82253
Svaytoslav;Ivanovich;Okunevskiy;2014;6;88634
Boris;Nikolaevich;Sobolev;1992;28;97091
Anton;Petrovich;Artemov;1948;72;71300
Oleg;Dmitrievich;Lisev;2005;15;66719
Evgeniy;Svytoslavich;Petrov;1990;30;44175
Dmitriy;Evgenievich;Fedoro;1998;22;79403
Rustam;Olegovich;Borisov;1981;39;75630
Svaytoslav;Petrovich;Lisev;1962;58;26316
Arseny;Svytoslavich;Volkov;1994;26;72786
Andrey;Evgenievich;Dmitriev;1947;73;67397
Arseny;Dmitrievich;Lisev;1931;89;72688
Arseny;Evgenievich;Artemov;1964;56;97506
Andrey;Dmitrievich;Fedoro;1992;28;77199
Nikita;Nikolaevich;Ivanov;1935;85;98535
Vasiliy;Dmitrievich;Nikitin;1952;68;39002
Vladislav;Evgenievich;Eliseev;1927;93;93041
Vladislav;Olegovich;Koshkin;1973;47;44685
Georgiy;Borisovich;Kamishev;1920;100;65150
Svaytoslav;Evgenievich;Krasnov;1989;31;43317
Yuriy;Nikolaevich;Ribin;2009;11;97476
Boris;Olegovich;Sobolev;1934;86;98165
Arnold;Svytoslavich;Rogkov;1934;86;1104
Vitaliy;Olegovich;Rzhevskiy;1966;54;57167
Andrey;Evgenievich;Volkov;1963;57;1953
Slava;Olegovich;Koshkin;1953;67;7712
Victor;Petrovich;Eliseev;1952;68;2981
Arseny;Ivanovich;Lisev;1964;56;64922
Svaytoslav;Vitalievich;Krasnov;1972;48;81371
Georgiy;Victorovich;Fedoro;1970;50;3015
Artem;Vasilievich;Moryashov;1954;66;13974
Evgeniy;Nikolaevich;Krasnov;1948;72;38837
Nikolay;Stanislavovich;Dmitriev;1914;106;67033
Denis;Olegovich;Eliseev;1936;84;77431
Evgeniy;Vitalievich;Artemov;2015;5;48619
Slava;Nikolaevich;Artemov;1930;90;94784
Evgeniy;Ivanovich;Lisev;1980;40;17960
Nikita;Svytoslavich;Eliseev;1952;68;24280
Denis;Vladimirovich;Eliseev;1964;56;86458
Ivan;Olegovich;Sobolev;2012;8;94253
Maxim;Ivanovich;Rzhevskiy;1923;97;43961
Rustam;Evgenievich;Krasnov;1957;63;96011
Rustam;Olegovich;Rzhevskiy;1977;43;12765
Vitaliy;Stanislavovich;Lisev;1998;22;8301
Oleg;Vitalievich;Koshkin;1962;58;83547
George;Dmitrievich;Sobolev;2019;1;26776
Andrey;Ivanovich;Lisev;2008;12;34492
Arseny;Dmitrievich;Kamishev;1992;28;9009
Bohdan;Ivanovich;Borisov;1974;46;89904
Nikita;Ivanovich;Krasnov;2016;4;9204
Victor;Vitalievich;Kamishev;1970;50;49501
George;Stanislavovich;Volkov;2018;2;4098
Arkady;Dmitrievich;Nikitin;1988;32;27964
Anton;Ivanovich;Dmitriev;1985;35;65807
Nikita;Victorovich;Nikitin;1996;24;97274
Yuriy;Ivanovich;Sobolev;1977;43;80385
Arkady;Svytoslavich;Rogkov;1935;85;35761
Victor;Stanislavovich;Moryashov;1918;102;5798
Peter;Evgenievich;Moryashov;1945;75;69167
Bohdan;Vitalievich;Borisov;1955;65;71572
Boris;Vitalievich;Nikitin;1913;107;53132
Anton;Borisovich;Nikitin;1961;59;7870
Nikolay;Borisovich;Rogkov;2012;8;6381
Maxim;Svytoslavich;Ribin;1986;34;16162
Nikolay;Vasilievich;Dmitriev;2008;12;70955
Bohdan;Borisovich;Ribin;2009;11;19559
Oleg;Dmitrievich;Ivanov;1957;63;63750
Arnold;Ivanovich;Sobolev;1959;61;20975
Arkady;Borisovich;Sobolev;1965;55;4025
Vitaliy;Dmitrievich;Lisev;1990;30;13864
Stanislav;Nikolaevich;Nikitin;1915;105;67442
Vladislav;Olegovich;Ivanov;1979;41;95974
Ivan;Olegovich;Sobolev;1919;101;40668
German;Dmitrievich;Lisev;1936;84;93691
Ivan;Olegovich;Kamishev;1966;54;44788
Arseny;Stanislavovich;Volkov;1994;26;76009
George;Olegovich;Sobolev;1974;46;72237
Denis;Stanislavovich;Rzhevskiy;1921;99;84789
Anton;Borisovich;Victorov;2001;19;54252
Vladimir;Vitalievich;Nikitin;1994;26;95104
Victor;Olegovich;Fedoro;1943;77;55629
Artem;Svytoslavich;Victorov;1963;57;7782
Vasiliy;Olegovich;Nikitin;1927;93;93755
Artem;Olegovich;Ivanov;1928;92;28888
Alex;Victorovich;Artemov;1992;28;11944
German;Nikolaevich;Sobolev;1959;61;69939
Boris;Vladimirovich;Ivanov;1976;44;15424
Slava;Vasilievich;Fedoro;1972;48;70842
Vasiliy;Victorovich;Nikitin;2015;5;14371
Vladislav;Victorovich;Rzhevskiy;1981;39;67268
Stanislav;Ivanovich;Nikitin;1957;63;24939
Maxim;Dmitrievich;Dmitriev;1973;47;57930
German;Olegovich;Koshkin;1986;34;68474
German;Vladimirovich;Victorov;2009;11;37623
Artem;Vasilievich;Kamishev;1974;46;93539
Dmitriy;Vasilievich;Kamishev;1919;101;11297
Slava;Evgenievich;Eliseev;2013;7;37995
Artem;Victorovich;Volkov;1969;51;55381
Maxim;Ivanovich;Dmitriev;2005;15;60860
Arseny;Svytoslavich;Sobolev;1914;106;7620
German;Victorovich;Okunevskiy;1932;88;19275
Peter;Ivanovich;Nikitin;1930;90;8359
Nikolay;Vladimirovich;Dmitriev;1995;25;56755
Denis;Ivanovich;Rzhevskiy;1977;43;46732
Artem;Stanislavovich;Nikitin;1996;24;17441
Bohdan;Vladimirovich;Rzhevskiy;1910;110;47593
Bohdan;Olegovich;Moryashov;1939;81;20126
Dmitriy;Victorovich;Ribin;2017;3;31196
Arkady;Vitalievich;Volkov;1986;34;27466
Boris;Borisovich;Ribin;2003;17;50572
Dmitriy;Svytoslavich;Rogkov;1966;54;42988
German;Evgenievich;Borisov;1959;61;23383
Vitaliy;Stanislavovich;Dmitriev;1958;62;73256
Nikolay;Svytoslavich;Dmitriev;1953;67;88592
Arnold;Ivanovich;Fedoro;2014;6;17850
Vladimir;Ivanovich;Ivanov;1959;61;95733
Peter;Vitalievich;Krasnov;1935;85;7834
Artem;Olegovich;Ivanov;2001;19;38810
Arnold;Evgenievich;Artemov;1970;50;16528
Rustam;Evgenievich;Koshkin;1992;28;39799
Svaytoslav;Victorovich;Fedoro;1994;26;27838
Nikita;Olegovich;Koshkin;1917;103;31699
Anton;Olegovich;Dmitriev;1992;28;78539
Oleg;Victorovich;Artemov;1979;41;49705
Arkady;Dmitrievich;Volkov;1950;70;5349
Yuriy;Petrovich;Victorov;1912;108;74431
Rustam;Olegovich;Rogkov;2007;13;37183
Arnold;Vladimirovich;Ivanov;1966;54;45655
Arnold;Vitalievich;Nikitin;1966;54;90246
Peter;Nikolaevich;Okunevskiy;1914;106;40873
Denis;Vladimirovich;Artemov;1977;43;61464
Peter;Olegovich;Dmitriev;1950;70;53080
Alex;Stanislavovich;Rogkov;1958;62;86193
Maxim;Olegovich;Kamishev;2016;4;68825
Nikolay;Nikolaevich;Okunevskiy;1925;95;41920
Bohdan;Nikolaevich;Moryashov;1996;24;3100
Andrey;Vasilievich;Dmitriev;1913;107;53407
Dmitriy;Ivanovich;Borisov;1999;21;55104
Vasiliy;Petrovich;Fedoro;1994;26;98571
Rustam;Borisovich;Borisov;2005;15;69893
Dmitriy;Stanislavovich;Sobolev;1972;48;41257
Boris;Ivanovich;Victorov;1992;28;89098
Yuriy;Dmitrievich;Ivanov;1971;49;39011
Dmitriy;Olegovich;Borisov;2001;19;10574
German;Petrovich;Dmitriev;1972;48;3930
Vasiliy;Petrovich;Borisov;1935;85;15417
Yuriy;Nikolaevich;Eliseev;1973;47;44868
Yuriy;Nikolaevich;Okunevskiy;1965;55;23310
Dmitriy;Evgenievich;Volkov;1942;78;2179
Artem;Nikolaevich;Krasnov;2014;6;66292
Artem;Vitalievich;Kamishev;1983;37;14670
Yuriy;Borisovich;Krasnov;1972;48;89132
George;Olegovich;Fedoro;1931;89;44361
George;Vasilievich;Rzhevskiy;1970;50;54295
Alex;Vasilievich;Lisev;1910;110;41309
Maxim;Olegovich;Dmitriev;1996;24;13229
Stanislav;Victorovich;Rogkov;1998;22;69841
Oleg;Olegovich;Fedoro;1989;31;66072
Alex;Vitalievich;Ivanov;1971;49;52189
Boris;Olegovich;Krasnov;1913;107;31269
Boris;Nikolaevich;Lisev;1949;71;27921
Vitaliy;Svytoslavich;Petrov;1975;45;47642
Denis;Petrovich;Artemov;1982;38;90191
Vasiliy;Ivanovich;Fedoro;1953;67;96349
Nikita;Vasilievich;Petrov;1995;25;55388
Georgiy;Dmitrievich;Rogkov;1917;103;21945
Vladislav;Ivanovich;Kamishev;1992;28;63588
Arnold;Borisovich;Nikitin;1915;105;12271
Ivan;Olegovich;Ivanov;1915;105;5810
Ivan;Petrovich;Okunevskiy;1914;106;29236
Arnold;Borisovich;Ivanov;1970;50;43037
Vitaliy;Evgenievich;Nikitin;1953;67;28736
Vitaliy;Petrovich;Petrov;2008;12;33750
Svaytoslav;Evgenievich;Fedoro;1923;97;30951
Dmitriy;Svytoslavich;Artemov;1991;29;33750
Arnold;Ivanovich;Fedoro;2014;6;64027
Arseny;Victorovich;Ivanov;1977;43;86950
Svaytoslav;Evgenievich;Eliseev;1998;22;67687
Arseny;Borisovich;Kamishev;1953;67;997
Peter;Vladimirovich;Victorov;1971;49;70921
Yuriy;Ivanovich;Victorov;2016;4;9656
Peter;Vasilievich;Eliseev;1983;37;11877
Arkady;Vasilievich;Sobolev;1926;94;77059
Dmitriy;Stanislavovich;Artemov;1961;59;11343
Rustam;Dmitrievich;Okunevskiy;1927;93;10245
German;Svytoslavich;Fedoro;1978;42;5871
Arkady;Olegovich;Koshkin;1971;49;27732
Alex;Olegovich;Petrov;1993;27;55461
Boris;Dmitrievich;Artemov;1977;43;96151
Arnold;Stanislavovich;Eliseev;1990;30;25946
Stanislav;Borisovich;Rzhevskiy;1958;62;6546
Dmitriy;Vitalievich;Koshkin;1989;31;70802
Slava;Olegovich;Victorov;1979;41;29374
Svaytoslav;Dmitrievich;Borisov;1982;38;62920
Andrey;Stanislavovich;Eliseev;1983;37;74803
Dmitriy;Olegovich;Moryashov;1975;45;17032
Arkady;Olegovich;Kamishev;1987;33;5594
Ivan;Evgenievich;Sobolev;1939;81;60029
Ivan;Petrovich;Moryashov;1951;69;15533
Nikolay;Stanislavovich;Okunevskiy;1952;68;12060
Boris;Victorovich;Lisev;1963;57;10034
Artem;Olegovich;Okunevskiy;1947;73;98629
Anton;Borisovich;Kamishev;1999;21;19565
Arkady;Vitalievich;Artemov;1917;103;85003
Rustam;Dmitrievich;Fedoro;1939;81;53209
Evgeniy;Nikolaevich;Koshkin;1917;103;72356
Stanislav;Ivanovich;Kamishev;1911;109;71761
Svaytoslav;Svytoslavich;Victorov;2010;10;81710
Andrey;Stanislavovich;Volkov;2014;6;39704
Boris;Vitalievich;Ribin;1935;85;40437
Dmitriy;Vitalievich;Petrov;1950;70;15561
Svaytoslav;Olegovich;Ivanov;1948;72;38492
Anton;Vitalievich;Nikitin;1930;90;73064
Vladislav;Stanislavovich;Dmitriev;1984;36;692
Vasiliy;Borisovich;Ribin;1947;73;24033
Arkady;Stanislavovich;Lisev;2011;9;89568
Andrey;Svytoslavich;Artemov;1910;110;49931
Arkady;Petrovich;Rzhevskiy;1918;102;72890
Slava;Vitalievich;Nikitin;1957;63;55409
Oleg;Victorovich;Volkov;1999;21;23984
Victor;Borisovich;Dmitriev;1949;71;46607
Arnold;Dmitrievich;Moryashov;1967;53;33085
Evgeniy;Olegovich;Krasnov;1970;50;21378
Denis;Ivanovich;Fedoro;1984;36;57536
Vladislav;Nikolaevich;Dmitriev;2009;11;51072
Arseny;Nikolaevich;Ribin;2017;3;89565
Arkady;Olegovich;Petrov;2015;5;46183
Vitaliy;Ivanovich;Nikitin;2019;1;35380
Peter;Vladimirovich;Rzhevskiy;1977;43;43678
Arkady;Victorovich;Rzhevskiy;1923;97;41013
Stanislav;Olegovich;Okunevskiy;2013;7;44654
George;Ivanovich;Okunevskiy;1995;25;30912
Nikolay;Vladimirovich;Artemov;1949;71;79577
Arseny;Dmitrievich;Rogkov;1981;39;7538
Nikolay;Evgenievich;Kamishev;1955;65;97323
Rustam;Vitalievich;Rogkov;2007;13;56581
Peter;Vladimirovich;Dmitriev;1930;90;76027
Nikita;Dmitrievich;Ivanov;1960;60;75142
Slava;Borisovich;Borisov;1959;61;50718
Arseny;Victorovich;Ivanov;2002;18;52226
Vasiliy;Petrovich;Dmitriev;1946;74;57741
Arseny;Borisovich;Nikitin;2006;14;44343
Rustam;Olegovich;Rzhevskiy;1926;94;21008
German;Evgenievich;Nikitin;1929;91;66576
Rustam;Victorovich;Ribin;1998;22;63319
Arseny;Stanislavovich;Koshkin;1954;66;23487
Arseny;Stanislavovich;Moryashov;1991;29;29056
Stanislav;Evgenievich;Ribin;1957;63;97561
Nikolay;Vitalievich;Petrov;1961;59;65984
Peter;Victorovich;Krasnov;2018;2;57420
Maxim;Stanislavovich;Eliseev;1944;76;45066
Denis;Svytoslavich;Artemov;1990;30;7003
Vladislav;Svytoslavich;Moryashov;1962;58;11664
Stanislav;Victorovich;Victorov;1949;71;32139
Rustam;Ivanovich;Fedoro;1916;104;70921
Maxim;Stanislavovich;Okunevskiy;1914;106;75386
Vladimir;Stanislavovich;Sobolev;1925;95;27607
Vasiliy;Petrovich;Dmitriev;1971;49;46055
Vladislav;Vasilievich;Volkov;1963;57;38340
Vladimir;Olegovich;Volkov;1925;95;12247
Maxim;Vitalievich;Okunevskiy;1999;21;4620
Vladislav;Ivanovich;Victorov;2016;4;88460
German;Vitalievich;Sobolev;1969;51;50975
Ivan;Ivanovich;Ribin;1935;85;87890
Arseny;Nikolaevich;Sobolev;1924;96;6060
Yuriy;Victorovich;Dmitriev;1930;90;15857
Svaytoslav;Ivanovich;Artemov;2003;17;48594
Bohdan;Nikolaevich;Sobolev;1956;64;1998
Ivan;Evgenievich;Eliseev;1913;107;6717
Nikolay;Olegovich;Moryashov;2014;6;66783
Arseny;Dmitrievich;Artemov;1942;78;21436
Oleg;Svytoslavich;Borisov;2006;14;54795
Rustam;Vladimirovich;Artemov;2013;7;14706
Andrey;Ivanovich;Lisev;1955;65;5697
Georgiy;Nikolaevich;Ribin;1912;108;52909
Vladislav;Ivanovich;Rogkov;2003;17;36350
Vitaliy;Vasilievich;Lisev;1973;47;79476
Vasiliy;Victorovich;Krasnov;1919;101;36628
Anton;Svytoslavich;Rogkov;1912;108;18713
Vladislav;Ivanovich;Ribin;1968;52;99697
Maxim;Ivanovich;Rogkov;1986;34;39091
Peter;Victorovich;Krasnov;1988;32;77159
Artem;Olegovich;Petrov;1969;51;20557
Vladimir;Stanislavovich;Okunevskiy;2002;18;33356
Anton;Olegovich;Ribin;1946;74;9900
German;Olegovich;Koshkin;1944;76;33390
Bohdan;Vasilievich;Koshkin;1941;79;82549
Georgiy;Borisovich;Krasnov;2017;3;98889
Nikita;Borisovich;Rzhevskiy;1987;33;71703
Georgiy;Ivanovich;Borisov;1988;32;66499
Victor;Olegovich;Sobolev;2008;12;88409
Boris;Olegovich;Ribin;1921;99;49128
Rustam;Petrovich;Dmitriev;1965;55;51533
Oleg;Ivanovich;Sobolev;2012;8;91549
Stanislav;Stanislavovich;Ivanov;1954;66;87649
Arnold;Victorovich;Volkov;1999;21;92690
George;Ivanovich;Lisev;1980;40;59242
Rustam;Vitalievich;Ribin;1959;61;99102
Peter;Borisovich;Ivanov;1942;78;48799
Anton;Olegovich;Kamishev;1993;27;20398
